,id,photo,text,tags
10,20,photos/photo_11@03-12-2019_19-34-42.jpg,,
11,24,photos/photo_12@06-12-2019_13-31-18.jpg,"20-22 December. Moscow. 

ML, VR/AR, IoT, RPA, Robots, GameDev
📲 ","['Conference', 'Hackathon', 'Artificial Intelligence', 'Machine Learning']"
12,25,photos/photo_13@08-12-2019_15-42-13.jpg,"💃💃 

Finals are finally over 🥳 and now it's time to chill 🥂 
❗️STREET and SOCIAL DANCE clubs invite you to the 💥 
Is the place where you can enjoy watching dance performances 👯‍♀️ learn the bacis of different dances 🔥 and have fun on the disco 👻

👉 Dance Master Classes(Salsa, Bachata, Hip-Hop) 💃🕺
👉 Performance show 👯‍♀️
👉 Free Snacks & Drinks🍿🍸
👉 DJ 😎🔥
👉 Dance floor 🤩

🕖 December 12th
      1️⃣9️⃣:0️⃣0️⃣ ➡️ 2️⃣3️⃣:0️⃣0️⃣
📍Main Hall, Innopolis University

👻 SO SHAKE IT OFF 👻","['Dance', 'Music', 'Master Class']"
13,26,photos/photo_14@11-12-2019_11-00-00.jpg,"🏆""Program the Future"" contest from GS Labs research & development centre.

Online selection stage lasts until 10 January. Second stage will happen from 3 Feb to 2 Mar. The final will take place in Gusev on 22 April.
 
💰First place prize - 300 000 rubles.

The task: invent and implement an idea for StingrayTV platform using JavaScript. StingrayTV is a modern interactive platform that offers a wide spectrum of products for digital environment creation.

👉More info and apply .","['Contest', 'Programming', 'Computer Science', 'Hackathon']"
14,27,photos/photo_15@11-12-2019_15-53-35.jpg,"📣Representatives of Молодежный Кадровый Потенциал are arriving to Innopolis on Friday at 12:00 to present the project and answer any questions. Event language: Russian.

✅📖Youth Labour Pool (Молодежный Кадровый Потенциал) - is an education program for those who want to make a difference in the Republic of Tatarstan. This project is now recruiting young and ambitious people to offer:

▪️ free non-formal education program
▪️ acquaintance with successful Tatarstan Republic leaders and their projects
▪️ open dialogue with heads of Tatarstan Republic
▪️ your competence assessment
▪️ ways to support ideas of the youth

👉More info: ","['Seminar', 'Conference', 'Workshop', 'Lecture']"
15,29,photos/photo_16@12-12-2019_15-44-13.jpg,"📣MEGA shopping centre is organizing a charitable campaign which aims to make elderly people in Tatarstan happier. They are collecting presents, which will be delivered to under-care people on New Year's eve. 

❤️You can contribubute by donating a gift by 30 December in MEGA, Kazan.

👉Possible items are provided on the . 
📌Address: 141 Проспект Победы, Kazan.
❓Questions: ",
16,30,photos/photo_17@12-12-2019_17-27-41.jpg,"🚀 Regional Grant Contest by Youth Affairs Ministry of Tatarstan: build a social project for kids or youth and win support up to 300 000 rubles.

‼️Participants: Russian citizens 18-30 y/o
👉More info & apply: 
📌Deadline: 11 January",['Contest']
17,31,photos/photo_18@14-01-2020_12-04-05.jpg,"📣Dear Students! Soon it's your day!

🖐Traditionally, in the end of January, we reward outstanding students at the official ceremony followed by the noisy party in the bar. To conduct the event we are looking for:

👩‍🦰 Three stage assistants 
🎛 Audio assistant
🎤 Master of ceremonies

📌The event will take place on Thursday, 23 Jan, at 17:30 and will last for one hour.

👉If you may help please message ","['Party', 'Volunteering']"
18,34,photos/photo_19@24-01-2020_11-26-45.jpg,"📣Want to  life in Innopolis? 

Attend a workshop session in Technopark tomorrow to help us make Innopolis a comfortable place that will meet all possible expectations!

⭐️Main heroes of the event: you, who will share your experiences and views. 
💯Main aim: detect current barriers, challenges and pains to eliminate them.

📌Tomorrow, 25 Jan, 11:00-15:30
🍩Coffee break
👉To sign up please message ","['Workshop', 'Volunteering', 'Seminar']"
19,35,photos/photo_20@24-01-2020_14-30-39.jpg,"🏃‍♀️Low Level Programming Club🌴 presents a brand-new workshop: 

«!

🔵 You'll learn about the nRF52, Bluetooth-enables family of devices based on the ARM processors 
🔵 Find out differences and similarities with Arduino devices, also popular in the DIY field 
🔵 Learn different application possibilities and ways to program devices!

🗓 Saturday, January 25th
📍 Auditorium 318, 15:00
🇬🇧 Workshop will be conducted in English

Join us at ","['Workshop', 'Programming']"
20,38,photos/photo_21@28-01-2020_17-02-21.jpg,"📣Want to find out what will digital culture in Russia look like in the future? Come along and discuss it with:

- all Culture Ministers of Volga regions
- Vice-prime minister of Tatarstan Republic
- Vice-minister of Culture of Russian Federation

📌Thursday, 13:00
📌Reading Hall, 1st floor
‼️Language: Russian

👉 ","['Conference', 'Seminar']"
21,39,photos/photo_22@29-01-2020_10-07-49.jpg,"🗣 IU Pre-University Education Department plans to launch student-led university media.

👉Please take a . It takes no more than five minutes!",
22,40,photos/photo_23@29-01-2020_14-57-07.jpg,"📣

📌14 Feb, 19:00, room 313
❤️Evening's topic: .

Any way you want it! You can read a poem/prose, sing/play a song or perform a sketch. 

👉Register  to be included into the program. After that join 

👤Any questions: .
🇷🇺Most performances are in Russian

🔥Do not miss one of the university’s most atmospheric events!

❤️",['Programming']
23,41,photos/photo_24@30-01-2020_12-41-31.jpg,"📣The first meeting will consist of the language overview and course structure, thus requires NO background knowledge, so everyone is welcome!! 

📌Monday, Feb 3, 18:00 - 20:00
📍Room 303.

👉Contacts:  or ","['Language Learning', 'Seminar', 'Workshop']"
24,42,photos/photo_25@31-01-2020_15-33-03.jpg,"📣  👑🎲🥳

☘️ It will most probably take place during one of the Tabletop Games Club meetings on . Please express your desire to take part in the . 📋

— Are you willing to come? 🚶‍♂️
","['Club Meeting', 'Game']"
25,43,photos/photo_26@03-02-2020_10-55-38.jpg,"🔎 We are recruiting for  led by invited professional theatre director. 

💯Aim: to play a little miniature in the end of the semester.

📆Schedule: 2-3 times a week, we'll work out a suitable timetable for you.

Language: 🇷🇺
 by Wednesday 12:00.",
26,44,photos/photo_27@03-02-2020_15-08-06.jpg,"📣""Inno Toastmasters - Where Leaders are Made""

🎩 Do you want to practice public speaking, improve your communication and build leadership skills? With Toastmasters, you can break barriers, not your budget.

🔥 Today we are going to have public speaking event and the best part is we all can participate. We will have prepared speeches, assessments and of course table topics!

👉Feel free to join  and advise more suitable hours for further events.

📌 Where: Room 106
📌 When:  Today, 19:00","['Club Meeting', 'Programming']"
27,45,photos/photo_28@04-02-2020_11-02-43.jpg,"🚀 - apply to implement your event/project at Innopolis University this semester. 

From now, if your project requires support from 10k rubles and more, you have to defend your idea at the contest. No events will be held without preliminary project defense at the contest. More info & . 

Project examples: Anime Fest, International Fair, Photo Exhibition, Drone Race, etc.

📌Application deadline  After that all applicants will have 1,5 weeks to prepare project's presentation to defend it at the jury panel. Questions: ",['Contest']
28,46,photos/photo_29@05-02-2020_11-00-55.jpg,"📣 will happen on Saturday, 22 Feb, at 19:30 as part of Innopolis Open olympiad in Informatics. 

🍿This time it'll be more modest, but cozy and homely event, which will more likely be held in the Reading Hall, 1st floor.

✋👉Please message  if you want to be included in the program. Be ready to attend practice one evening before if you require to test technical or musical equipment.","['Computer Science', 'Olympiad', 'Programming']"
29,48,photos/photo_30@06-02-2020_15-45-34.jpg,"‼️‼️

🚀. Drown yourself into specialized education program and sell your project to real corporation. Get practical experience, investment and network opportunities. Many industry fields presented.

👉Register your project and attend the event on 20 Feb in Kazan. More info .

🚀 is looking for ambitious projects in ten different forum directions. If you have an idea, it may be advanced and put in action through offered grants, education programs and partnerships. 

👉More info may be found on official website. Register your project  by 1 March.","['Forum', 'Conference', 'Seminar', 'Startups']"
30,49,photos/photo_31@07-02-2020_12-47-35.jpg,"🚀 - apply to implement an event/project aimed at developing life at Innopolis University this semester. Deadline extended: 13/02

From now, if your project requires support from 10k rubles and more, you have to defend your idea at the contest. No events will be held without preliminary project defense at the contest. More info & . 

Project examples: Anime Fest, International Fair, Photo Exhibition, Drone Race, etc.

📌Application deadline February 13 After that all applicants will have 1,5 weeks to prepare project's presentation to defend it at the jury panel. Questions: ",['Contest']
31,50,photos/photo_32@07-02-2020_15-03-01.jpg,"🎮 , originally known as FamiCom in Japan or by it's clone's name Dendy in post-Soviet countries, has brought Video Game Consoles back from the dead and revolutionized them. Many incredible games originated on the NES, with many clever programmers pushing the limits of the small box to it's extremes.

Join us , on , at  at auditorium ! We will take a deep dive into the guts of the legendary gaming console, and discuss aspects of emulating it's games! 🕹

Join us at🌴 for updates on this event, announcements of new lectures, workshops and talks.

We also discuss the world of Embedded and System programming, and wait for you to share your projects and interests with us!","['Conference', 'Seminar', 'Lecture', 'Talk', 'Master Class', 'Programming']"
32,51,photos/photo_33@07-02-2020_18-18-31.jpg,"🏐

📌When: Today, 20:30
📌Where: Sport Complex, Big Hall",['Sports']
33,52,photos/photo_34@10-02-2020_13-27-20.jpg,"📣

📌❤️Evening's topic: .

🙋‍♀️Any way you want it! You can read a poem/prose, sing/play a song or perform a sketch. 

👉Register  to be included into the program. After that join 

👤Any questions: .
🇷🇺Most performances are in Russian

🔥Do not miss one of the most atmospheric events!

❤️",['Programming']
34,53,photos/photo_35@11-02-2020_09-38-24.jpg,"👨🏼‍🎓 Meeting with fellow-students from Tatarstan organized by World Forum of Tatar Youth ()

🌎 The meeting will have an interactive space where all visitors may get acquainted with local projects and communities.

✅The aim of the meeting is to help fellow-students to adapt in Kazan and become part of city projects.

📆13 February, 16:00
🗺 КСК КФУ «УНИКС» (concert hall)
⠀
▪️TED Talks format
▪️1000 students
▪️50 universities from Tatarstan
▪️Tatar local communities
▪️Instrumental music","['Music', 'Concert', 'Talk']"
35,55,photos/photo_36@13-02-2020_15-20-09.jpg,‼️Register  by 23:59 today to be included into the program. After that join ,
36,58,photos/photo_37@17-02-2020_17-05-56.jpg,,
37,59,photos/photo_38@17-02-2020_18-50-54.jpg,"🌸  🌸

 2nd April 19:00
Entertaining concert program, great music, partner dances!

❓
Don’t be shy and ask people you like.

❓
You wil have evening trainings 2-3 times in a week. We will learn you step by step!
And also wil help to dress you up.

❓ 
You can just come dressed up and  be a part. In this case, you will not need a pair.


📌 :  (until 29/02)
For any questions contact ❤️","['Concert', 'Dance', 'Programming']"
38,60,photos/photo_39@18-02-2020_11-38-26.jpg,"🎯 Sports Festival has started last weekend!!!
After  and  competitions the team of  are the leaders. 
📲 The whole table is  

👋 We are looking for  participants! 
The competition will be started this Friday,  in Sport complex. 
📲 You may apply ","['Festival', 'Sports']"
39,63,photos/photo_40@20-02-2020_17-41-04.jpg,"📣 Are you interested in playing floorball? Or maybe you are already an experienced floorball player? We invite  to take part in the Join the first training this Sunday, February 23rd at the Sports complex Gym. The Spartakiad itself will be held on the 22nd of March, so you have plenty of time to get ready and form the teams.

Interested? Contact  

⁉️ What: Floorball training
⁉️ Where: SC, Gym
🕟 When: February 23rd, 16:30-18:30","['Programming', 'Ball', 'Sports', 'Club Meeting']"
40,64,photos/photo_41@21-02-2020_12-05-04.jpg,"📣  Have a spare evening this Saturday? 
Join  in the reading hall, 1st floor!

👋 Enjoy performances, club stands, snacks and the cozy atmosphere! ⛹️‍♀️🎾🤹‍♂️🥁

See you there on Saturday!",['Programming']
41,66,photos/photo_42@25-02-2020_10-55-51.jpg,"🗓 On 24-28 March 2020 Department of pre-university education is holding  the And we are looking for volunteers to help us organize this event! 
If you wish to become a part of our team, please fill out the form below before 2 March, and we will contact you:) 

 ▪️Branded staff 
▪️Free meals during the Olympiad
▪️Great opportunity to practice your skills
▪️Innopoints

❗️This event requires knowledge of Russian language!
🔗 ",
42,70,photos/photo_43@27-02-2020_15-02-16.jpg,"📣You may present your project in 9 different areas (please visit  for more info)

‼️Participants must be 1st – 3rd year bachelor students.

‼️Accommodation, food and sightseeing are provided.

🌇Where: Saint-Petersburg
📌When: on 08-10 April 2020
👉Upload your project thesis  by March 10.",
43,71,photos/photo_44@27-02-2020_18-08-07.jpg,"📣                                                                                                                                                                                                                                                                          🏆Develop engineering solutions for real case in 48 hours and win amazing prizes.                                                                                                            
🔥You will receive educational lectures, master classes, access to European & Russian investor network and acceleration to companies' corporate funds.

🌇Where: Saint-Petersburg
📌When: 20-22 March 2020

👉Interested? More info .","['Hackathon', 'Contest', 'Startups', 'Internship', 'Programming']"
44,73,photos/photo_45@28-02-2020_15-11-56.jpg,"🖐 urgently need students to help to construct the cube for drone competition. 

💥When: today-tomorrow 
⏰Duration: 4 hours
📌Where: reading hall, 1st floor
👉Contact ","['Hackathon', 'Robotics', 'Volunteering']"
45,74,photos/photo_46@28-02-2020_16-26-02.jpg,"🏆

📌March-April
‼️Join the  by Monday to represent the IU. 
👉10 people required, first come first serve.",
46,76,photos/photo_47@02-03-2020_14-22-47.jpg,"📣▪️Education program
▪️Grant support
▪️Expert’s review and consulting
▪️Network opportunities
▪️Valuable prizes 

🔥Application deadline: March 15 
👉More info: ‼️If you're applying please contact ",
47,77,photos/photo_48@02-03-2020_18-20-44.jpg," - Develop applications to solve urban problems and improve residents’ life.

😱Accommodation and transport are provided.
📌When: March 28–29
🌇Where: American Centre in Moscow
🔥Application deadline: March 12
👉More info: ",
48,78,photos/photo_49@03-03-2020_11-01-31.jpg,"🔥 with support of Google plan to open a Developer Student Club based at Innopolis University. 
DSC this is Google program for helping student with learning and getting knowledge. 

 is about helping students bridge the gap between theory and practice in Google developer technologies. By joining a DSC, students will grow their knowledge in a peer-to-peer learning environment and will build solutions for local businesses and their community.

.",['Computer Science']
49,79,photos/photo_50@03-03-2020_15-05-09.jpg,"▪️There are three contest stages: task, decision and implementation.
▪️Solve global social problems by using technology AI & Data. 
▪️Form IT and Data communities in Russian regions.

📌When: 1st round - from March to May
👉More info ","['Contest', 'Artificial Intelligence']"
50,80,photos/photo_51@04-03-2020_10-15-51.jpg,"🏆We are looking for a  who will compete in March-April in All-Tatar university battle!

Your job will be to register the team and ensure your foreign teammates aren't lost!

👉To apply message 
🔥You win if you're quick.",['Sports']
51,81,photos/photo_52@04-03-2020_13-28-13.jpg,"▪️ Videogames in the Blockchain, influence of Blockchain
▪️ Crowdfunding and investment in Crypto-games
▪️ Game development industry basics 

😱Prize draw, drinks and snacks are provided
📌When: March 4, at 18.00
🌇Where: Innopolis, Technopark, 2nd floor
👉Register ","['Contest', 'Conference']"
52,85,photos/photo_53@05-03-2020_16-15-03.jpg,"📣Guest lecture by Aeroflot CEO advisor, Andrey Polozov-Yablonski on  You will cover:

- Company development within innovation context
- Effective collaboration with federal bodies
- Research and development management 
- Intellectual property rights
- Business digital transformation

🔥Come along, get valuable insights and possibly identify your future career path😎

👉Register 📌March 23, 14:00-16:00
🇷🇺Language: Russian
🏛Room 107","['Lecture', 'Conference', 'Seminar', 'Business', 'Talk', 'Job Fair']"
53,86,photos/photo_54@06-03-2020_11-14-06.jpg,"🇷🇺‼️

✅Last month we announced Russian language lessons for Innopolis University students, as part of IU Language Club!

✅We will start from the alphabet, reading, pronunciation and common phrases! The first meeting will be held on Tuesday, where we'll discuss our regular schedule.

📌10th march, 312 room
📌Time: 17.30-18.00

👉Join our ","['Language Learning', 'Club Meeting']"
54,87,photos/photo_55@06-03-2020_17-28-02.jpg,"📣🚀

⚙️BREAKPOINT`20 — IV all -Russian forum for ambitious young leaders of technical specialties, where they will be able to:

- Find out about trends in technology in 2020; 
- Find like-minded people and exchange ideas with other participants who care about the technological future!
- Communicate with representatives of companies from IT and industry sector (i.e. X5 Retail Group) to discuss potential employment.
- Develop soft and hard skills!

✅ Participation is free:  
📅 April 11-12","['Forum', 'Conference', 'Seminar']"
55,88,photos/photo_56@06-03-2020_20-00-03.jpg,"🔥 Let's expose the richness of various traditions, cuisines, crafts and arts!

📌Preliminary date: Saturday, 11 April. 

You can participate in various ways:
- Cuisine of the world / cooking
- Dancing / singing performance
- Traditional dress exposition
- Crafts master class
- Anything else?

✅You can participate as a team or on your own. You may present a country or a region of Russia.

‼️We need to get at least 10 countries/regions to make the event happen.

👉Fill the  by Wednesday 9am to take part in International Fest and represent your culture or home place!",['Programming']
56,89,photos/photo_57@11-03-2020_10-55-37.jpg,"📣🏀Let's support our guys, they will need your presence this Sunday to reach the final!🏀

If we get 15 supporters, we'll organize two-way transport. Put your name  if you wish to be there for our team. Deadline: today 23:59.

📌15 March, 17:30, ДК Московский",['Sports']
57,90,photos/photo_58@11-03-2020_16-47-03.jpg,"▪️Analysts
▪️Data scientists
▪️Python's developers 
▪️IT developers

▪️Participate in Final Hackathon
▪️Prize money
▪️Job offer from the organizer's company
▪️ Implementation of your project
▪️Familiarity with experts and the customer market of the Republic

📌When: April 11 – 12
🌇Where: IT-park, Kazan
👉Register  till April 8 🔥
👤Questions: ","['Hackathon', 'Data Science', 'Job Fair', 'Programming', 'Contest']"
58,91,photos/photo_59@12-03-2020_14-38-47.jpg,"📣

We got 24 supporters registered to come to the game! Please put your telegram alias  if you will be taking special bus arranged for the match day. Please do it by the end of today.

It will be one-way trip (Innopolis-Kazan), as presumably most of you will stay in Kazan after the game. Therefore, return bus will not justify its expense.

🏀Max number of supporters: 30 people
📌Fixture: 15 March, 17:30, ДК Московский
‼️All registered supporters will be notified about bus departure on Sunday.",['Game']
59,92,photos/photo_60@13-03-2020_10-40-10.jpg,"‼️Last call for students wishing to support our Basketball team this Sunday. Put your telegram alias  if you wish to take the bus to the game. Deadline 13:00.

IU - KazBas Camp
Sunday, 15 March, 17:30
ДК Московский","['Sports', 'Conference']"
60,93,photos/photo_61@13-03-2020_15-26-12.jpg,"📣

We invite you to join us for a friendly informal meeting, where we will take a look at great, yet underrated novel (let its name be a surprise for now).

We are going to discuss author's works in general, as well as the novel itself, and then enjoy one of our favourite monologues!

📌Saturday, 14.03, 21:00 
📌Reading Hall, 1st floor","['Talk', 'Club Meeting', 'Seminar']"
61,94,photos/photo_62@13-03-2020_18-15-43.jpg,"📣

We invite you to explore one of the best self-help books of all time together. The introduction session will be led by , after which we'll allocate book chapters to individuals/groups who will share their learnings with us in a calm and friendly setting.

👉More info & sign up:  

📌First meeting: Friday, 20 March, 16:00
🇬🇧Event Language: English","['Seminar', 'Workshop', 'Club Meeting']"
62,95,photos/photo_63@16-03-2020_17-06-42.jpg,"📣Digital Olympiad “Volga – IT’20”

▪️Gain practical skills in IT
▪️Get experience exchange
▪️Obtain business relations

🌇Where: Ulyanovsk
📌When: 23 – 26 April
👉Register  by April 1","['Olympiad', 'Business']"
63,96,photos/photo_64@17-03-2020_18-44-48.jpg,".

✔️Get teaching and project management experience in design.

📌Work duration:  March 23 -28
📌Shift Schedule:

Mon 13.00 – 16.00
Tue, Wed, Thu 09.00 – 12.00
Fri 09.00 – 18.00 (Hackathon)
Sat 09.00 – 15.00 (final concert)

💸🇷🇺Language: Russian
👤Questions: 
👉More info & apply ","['Design', 'Internship']"
64,97,photos/photo_65@19-03-2020_10-18-18.jpg,"📣We invite you to explore one of the best self-help books of all time together. The introduction class will be led by , after which we'll allocate book chapters to individuals/groups who will share their learnings with us in a calm and friendly setting.

This activity will improve your conversational English, teaching & leadership skills, as well as will potentially lay foundation for discussion/reading club.

👉More info & sign up:  

📌First meeting: Tomorrow, 20 March, 16:00
🇬🇧Event Language: English","['Language Learning', 'Workshop', 'Seminar']"
65,99,photos/photo_66@09-04-2020_14-22-55.jpg,"🔹 
📌11 April, 18.00-18:45 🇷🇺Language: Russian 🤺Speaker: Eleonora Ilina

📌13 April, 18.00-18:45 🇬🇧Language: English 🤺Speaker: Eleonora Ilina

📌19 April, 13:00-13:45 🇷🇺Language: Russian🤺Speaker: Victoria Kondratieva

‼️",
66,100,photos/photo_67@09-04-2020_16-45-05.jpg,"📣: Saturday April 11 from 5pm till 7pm
: 
Time control: 1+0.

There are no restrictions for participants, anyone can join. Participation is completely free. You'll need just a lichess account (can be created in 2mins). Students will get  for this activity, so don't hesitate to register and invite your friends!

: 

👉You can find all the additional info as well as ask any questions in our telegram  or contact the organizer directly: ",
67,101,photos/photo_68@10-04-2020_13-29-39.jpg,"📣

We invite you to partake in this quiz, find answers to tricky questions and have fun! Teams will be formed randomly, consisting of 3-4 people in each team.

📌Sunday, 13:00 
🇷🇺Language: Russian
👉To participate join this  now!","['Quiz', 'Game', 'Language Learning']"
68,106,photos/photo_69@14-04-2020_09-00-00.jpg,"📣Unfortunately, there was no IBC internship available for this year, but we are looking for  to join the team for this year's Inno Boot Camp!

‼️Please note that we are looking for candidates who are ready to undertake the internship regardless of its mode (offline/online) due to uncertain situation with pandemic duration period.

👤 There are two roles available: Tutor and Teaching Assistant.

📌Project duration: one month starting from mid July.

👉 More info & apply . Application deadline Sunday, 26 April, 23:59.",
69,107,photos/photo_70@14-04-2020_16-03-13.jpg,"📣The main focus of the meeting will be aimed at the issues that youth may encounter after the end of self-isolation period and how those may be predicted and avoided. 

What do you think about self-isolation? What problems do you have? Where do you need help?

👉1. Register your question at  or by emailing 
2. You will be sent an invitation to ZOOM conference.
3. Join the conference on April 17 at 14:30

Meeting language: 🇷🇺

",
70,111,photos/photo_71@28-04-2020_14-43-49.jpg,"📣Another quarantine activity organized by our students: speed typing contest at . We'll have two competition categories: Russian and English. 

If you can't handle Russian, you'll have to use Google Translate Chrome Extension to be able to navigate through the website.

📌May 1, 19:00
👉More info in ",['Contest']
71,112,photos/photo_72@28-04-2020_18-00-05.jpg,"📣Topics: how to beat the fear of public speaking and be interesting to your audience.

Danil Chashin is a grand prize-winner and laureate of international, all-Russian theater and film festivals.

📌When: May 4, evening
🇷🇺Language: Russian
👉Join the  now if you're interested!",
72,113,photos/photo_73@28-04-2020_18-00-05.jpg,,
73,114,photos/photo_74@28-04-2020_18-00-05.jpg,,
74,115,photos/photo_75@29-04-2020_09-00-03.jpg,"📣While our society tries to maintain self-isolation requirements and stay safe, our students decided to organize an online hackathon. 🔹8 different industry cases
🔹Hackathon length: 2-6 May
🔹Team capacity: 3 people max (you may participate alone if you wish)

This is a great opportunity to make use of your time during pandemic period: learn more about real industry, gain practical experience and enrich your professional portfolio.

👉Available cases and registration are .

📌","['Hackathon', 'Programming', 'Startups']"
75,116,photos/photo_76@29-04-2020_20-52-06.jpg,"📣 .

👉Check it out .

🔹Hackathon length: 2-6 May
🔹Team capacity: 3 people max (you may participate alone if you wish)

This is a great opportunity to make use of your time during pandemic period: learn more about real industry, gain practical experience and enrich your professional portfolio.","['Hackathon', 'Programming', 'Startups']"
76,118,photos/photo_77@04-05-2020_12-25-57.jpg,"

Topics: how to beat the fear of public speaking and be interesting to your audience.

👉Join  now if you're interested!",
77,119,photos/photo_78@04-05-2020_12-25-57.jpg,,
78,120,photos/photo_79@04-05-2020_12-25-58.jpg,,
79,121,photos/photo_80@05-05-2020_13-05-31.jpg,"📣 TolstoyLab - it's a space for socializing and professional skills exchange for those who want to CREATE.

If you're interested in filming, acting, directing, video-editing and script writing - .

This project contains 10 months of work, which include 8 intensive courses, 7 speakers from the industry and over 15 displays in Russian cities. 

‼️Participation is FREE
🇷🇺Project language: Russian
📌Application deadline: 10.06",
80,122,photos/photo_81@07-05-2020_14-38-59.jpg,"📣Studvesna 2020 has released its contest requirements for this year's event.

Studvesna is a yearly regional festival of student creative arts. There’ll be several genres, all in online-format: music, dance, original genre, theatre, video, journalism, fashion.

📌Application deadline: 15 May
✅More info at 
👉If you're wishing to apply inbox ","['Contest', 'Music', 'Festival', 'Dance', 'Art']"
81,123,photos/photo_82@08-05-2020_12-27-35.jpg,"📣One of the largest Russian online hackathons: .

📌5-7 June; 19-21 June
⏱Hackathon duration: 36 hours
‼️Over ten tracks and topics from top companies and governing bodies.
💵Prize fund: 5 000 000 rubles

👉More info: 
🔥Application deadline: 2 June","['Hackathon', 'Programming']"
82,124,photos/photo_83@20-05-2020_17-16-09.jpg,"🤗 Dear friends! 

📖 😉 You will learn: 
- How to stop being the victim/aggressor- How to cope with hard feelings 
- Which techniques of emergency psychological assistance you can use right at the moment 
🔥🔥🔥

* The language of the meeting is Russian

💥 tomorrow - May, 21, (Thursday)
⏰ 17.00 - 19.00
✅ zoom:



Идентификатор конференции: 816 2454 7467
Пароль: 076988",['Seminar']
83,125,photos/photo_84@21-05-2020_09-00-03.jpg,"

Identify innovative solutions that will increase the safety of LENTA stores. In partnership with RetailTECH this opportunity provides best teams with:

🔹 Expert support and mentoring from business and LENTA Innovation Center
🔹 Fast-track for quick hypothesis testing and getting feedback
🔹 Paid pilot project at one of LENTA stores
🔹 Opportunity to have a long-term commercial partnership with LENTA

👉 More info & apply . 
📌Application deadline is May 31.",
